
10,1788
20,2219
30,2015
40,2092
50,2339
60,3042
70,3964
80,5270
90,6143
100,7701
110,9161
120,10649
130,11303
140,13520
150,16440
160,17069
170,19433
180,20550
190,21955
200,25491
210,26411
220,27153
230,28910
240,29705
250,31039
260,33712
270,34935
280,39416
290,37392
300,38377
310,39983
320,41685
330,41562
340,43309
350,44063
360,47115
370,47691
380,48987
390,48263
400,50484
410,52429
420,54192
430,53655
440,55324
450,58884
460,57599
470,61045
480,60071
490,60336
