
2,30519
4,30346
6,32175
8,30855
10,31634
12,30487
14,31448
16,30643
18,29908
20,31044
22,32394
24,33554
26,30479
28,31239
30,31160
32,31215
34,30728
36,30378
38,30451
40,32031
42,31495
44,30299
46,30766
48,30363
50,30732
52,31387
54,31621
56,32492
58,32070
60,32176
62,32785
64,33134
66,32979
68,33939
70,35165
72,35615
74,34544
76,34242
78,35758
80,34853
82,35861
84,37098
86,39510
88,38267
90,37817
92,40202
94,41399
96,40952
98,42017
