
10,1913
20,2144
30,1946
40,2212
50,2461
60,3019
70,3686
80,4787
90,6250
100,7363
110,8825
120,10348
130,12534
140,12877
150,15824
160,17754
170,18526
180,21282
190,23125
200,24426
210,26056
220,27891
230,30509
240,30328
250,31202
260,33811
270,34885
280,36537
290,37758
300,38741
310,39084
320,39572
330,42057
340,43232
350,44526
360,44874
370,48496
380,47830
390,49835
400,51820
410,51217
420,54214
430,55029
440,56216
450,56409
460,59383
470,59790
480,59766
490,64154
